,buildingaddress,buildingsize,greenmarkrating,EUI,year,postal,latitude,longtitude
302,"210 MIDDLE ROAD, SINGAPORE 188994",Small,GoldPlus,272.4712544775551,2019,188994,1.301173421,103.8512746
303,"360 ORCHARD ROAD, SINGAPORE 238869",Large,GoldPlus,471.23,2020,238869,1.30607516,103.8310033
304,"360 ORCHARD ROAD, SINGAPORE 238869",Large,GoldPlus,544.8496233706687,2019,238869,1.30607516,103.8310033
305,"30 HENG MUI KENG TERRACE, SINGAPORE 119614",Small,Platinum,100.56,2020,119614,1.290971887,103.7769511
306,"30 HENG MUI KENG TERRACE, SINGAPORE 119614",Small,Platinum,121.06749645820685,2019,119614,1.290971887,103.7769511
307,"3155 COMMONWEALTH AVENUE WEST, SINGAPORE 129588",Large,Gold,549.75,2020,129588,1.314896196,103.7644231
308,"3155 COMMONWEALTH AVENUE WEST, SINGAPORE 129588",Large,Gold,637.6827871283458,2019,129588,1.314896196,103.7644231
309,"290 ORCHARD ROAD, SINGAPORE 238859",Large,Certified,321.0,2020,238859,1.303872309,103.8358575
310,"290 ORCHARD ROAD, SINGAPORE 238859",Large,Certified,370.20852711535815,2019,238859,1.303872309,103.8358575
311,"8 MARINA VIEW, SINGAPORE 018960",Large,Platinum,145.29,2020,18960,1.278941023,103.8512559
312,"8 MARINA VIEW, SINGAPORE 018960",Large,Platinum,167.45665980089254,2019,18960,1.278941023,103.8512559
313,"2 HARBOURFRONT PLACE, SINGAPORE 098499",Large,GoldPlus,347.65,2020,98499,1.265812808,103.818869
314,"2 HARBOURFRONT PLACE, SINGAPORE 098499",Large,GoldPlus,410.21151307103247,2019,98499,1.265812808,103.818869
315,"39 SCOTTS ROAD, SINGAPORE 228230",Large,Platinum,206.19,2020,228230,1.311950535,103.8364621
316,"39 SCOTTS ROAD, SINGAPORE 228230",Large,Platinum,250.2650685370228,2019,228230,1.311950535,103.8364621
317,"2 TOWN HALL LINK, SINGAPORE 608516",Large,Platinum,202.58,2020,608516,1.331538044,103.7393402
318,"2 TOWN HALL LINK, SINGAPORE 608516",Large,Platinum,239.25624797618426,2019,608516,1.331538044,103.7393402
319,"8 SENTOSA GATEWAY, SINGAPORE 098269",Large,Platinum,333.65,2020,98269,1.255005796,103.8202592
320,"8 SENTOSA GATEWAY, SINGAPORE 098269",Large,Platinum,466.60772011661805,2019,98269,1.255005796,103.8202592
321,"311 NEW UPPER CHANGI ROAD, SINGAPORE 467360",Large,Platinum,589.3,2020,467360,1.324772074,103.9292677
322,"311 NEW UPPER CHANGI ROAD, SINGAPORE 467360",Large,Platinum,658.3443356620945,2019,467360,1.324772074,103.9292677
323,"111 SOMERSET ROAD, SINGAPORE 238164",Small,GoldPlus,157.23,2020,238164,1.300206225,103.8373171
324,"111 SOMERSET ROAD, SINGAPORE 238164",Large,GoldPlus,163.03162824439787,2019,238164,1.300206225,103.8373171
325,"8 SHENTON WAY, SINGAPORE 068811",Large,Platinum,124.42,2020,68811,1.275730918,103.8472196
326,"8 SHENTON WAY, SINGAPORE 068811",Large,Platinum,157.99639215686275,2019,68811,1.275730918,103.8472196
327,"7500A BEACH ROAD, SINGAPORE 199591",Omit,Gold,219.98,2020,199591,1.299453745,103.8600702
328,"7500A BEACH ROAD, SINGAPORE 199591",Large,Gold,256.5142863215633,2019,199591,1.299453745,103.8600702
329,"60 ANSON ROAD, SINGAPORE 079914",Large,Platinum,174.82,2020,79914,1.274816302,103.8451774
330,"60 ANSON ROAD, SINGAPORE 079914",Large,Platinum,195.6080713464397,2019,79914,1.274816302,103.8451774
331,"17 PETIR ROAD, SINGAPORE 678278",Large,Legislated,684.22,2020,678278,1.378431008,103.7628428
332,"17 PETIR ROAD, SINGAPORE 678278",Large,Certified,780.77089457802,2019,678278,1.378431008,103.7628428
333,"1 JALAN ANAK BUKIT, SINGAPORE 588996",Large,Gold,339.12,2020,588996,1.338759307,103.7786001
334,"1 JALAN ANAK BUKIT, SINGAPORE 588996",Large,Gold,365.1876943970201,2019,588996,1.338759307,103.7786001
335,"122 MIDDLE ROAD, SINGAPORE 188973",Small,Legislated,335.69,2020,188973,1.299609216,103.8531188
336,"122 MIDDLE ROAD, SINGAPORE 188973",Large,Certified,487.4876972854862,2019,188973,1.299609216,103.8531188
337,"53 ANG MO KIO AVENUE 3, SINGAPORE 569933",Large,GoldPlus,439.49,2020,569933,1.369184176,103.8484107
338,"53 ANG MO KIO AVENUE 3, SINGAPORE 569933",Large,GoldPlus,483.6586802581831,2019,569933,1.369184176,103.8484107
339,"390 HAVELOCK ROAD, SINGAPORE 169662",Small,Platinum,167.28,2020,169662,1.289598993,103.8357629
340,"390 HAVELOCK ROAD, SINGAPORE 169662",Small,Platinum,188.23016678953186,2019,169662,1.289598993,103.8357629
341,"9 RAFFLES PLACE, SINGAPORE 048619",Large,Platinum,183.13,2020,48619,1.283483637,103.850574
342,"9 RAFFLES PLACE, SINGAPORE 048619",Large,Platinum,202.80916604791122,2019,48619,1.283483637,103.850574
343,"1 MAGAZINE ROAD, SINGAPORE 059567",Large,Platinum,139.97,2020,59567,1.288428487,103.8423003
344,"1 MAGAZINE ROAD, SINGAPORE 059567",Large,Platinum,168.64776713805568,2019,59567,1.288428487,103.8423003
345,"180 KITCHENER ROAD, SINGAPORE 208539",Large,Platinum,342.28,2020,208539,1.311421144,103.8566246
346,"180 KITCHENER ROAD, SINGAPORE 208539",Large,Platinum,398.49483546617915,2019,208539,1.311421144,103.8566246
347,"3 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486037",Large,GoldPlus,244.08,2020,486037,1.334265566,103.9635838
348,"3 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486037",Large,GoldPlus,239.91134440052699,2019,486037,1.334265566,103.9635838
349,"6 SHENTON WAY, SINGAPORE 068809",Large,Gold,159.58,2020,68809,1.276980707,103.8484086
350,"6 SHENTON WAY, SINGAPORE 068809",Large,Certified,183.0786739046142,2019,68809,1.276980707,103.8484086
351,"548 WOODLANDS DRIVE 44, SINGAPORE 730548",Small,Gold,459.87,2020,730548,1.430897146,103.7939274
352,"548 WOODLANDS DRIVE 44, SINGAPORE 730548",Small,Gold,446.5339884547069,2019,730548,1.430897146,103.7939274
353,"1 GEORGE STREET, SINGAPORE 049145",Large,GoldPlus,188.57,2020,49145,1.285694085,103.84782
354,"1 GEORGE STREET, SINGAPORE 049145",Large,GoldPlus,214.99488008362206,2019,49145,1.285694085,103.84782
355,"12 MARINA VIEW, SINGAPORE 018961",Large,Platinum,161.14,2020,18961,1.2782295,103.8508125
356,"12 MARINA VIEW, SINGAPORE 018961",Large,Platinum,205.8557935647144,2019,18961,1.2782295,103.8508125
357,"6 BATTERY ROAD, SINGAPORE 049909",Large,Platinum,127.09,2020,49909,1.285466339,103.8517641
358,"21 COLLYER QUAY, SINGAPORE 049320",Large,Platinum,83.41,2020,49320,1.285080562,103.8528007
359,"168 ROBINSON ROAD, SINGAPORE 068912",Large,Platinum,209.61,2020,68912,1.277628774,103.8475716
